timestamp,target,id
2010-01-04 00:00:00,3533.210299,AUS_VIC_day_0
2010-01-04 01:00:00,3734.982282,AUS_VIC_day_0
2010-01-04 02:00:00,3478.85412,AUS_VIC_day_0
2010-01-04 03:00:00,3323.965749,AUS_VIC_day_0
2010-01-04 04:00:00,3415.228165,AUS_VIC_day_0
2010-01-04 05:00:00,3661.0406620000003,AUS_VIC_day_0
2010-01-04 06:00:00,4169.4207719999995,AUS_VIC_day_0
2010-01-04 07:00:00,4405.831485,AUS_VIC_day_0
2010-01-04 08:00:00,4650.028641999999,AUS_VIC_day_0
2010-01-04 09:00:00,4781.898564,AUS_VIC_day_0
2010-01-04 10:00:00,4910.716802,AUS_VIC_day_0
2010-01-04 11:00:00,5022.959416,AUS_VIC_day_0
2010-01-04 12:00:00,5101.5639169999995,AUS_VIC_day_0
2010-01-04 13:00:00,5185.899531,AUS_VIC_day_0
2010-01-04 14:00:00,5277.804652999999,AUS_VIC_day_0
2010-01-04 15:00:00,5408.410191,AUS_VIC_day_0
2010-01-04 16:00:00,5436.069923999999,AUS_VIC_day_0
2010-01-04 17:00:00,5190.375103,AUS_VIC_day_0
2010-01-04 18:00:00,4848.6345010000005,AUS_VIC_day_0
2010-01-04 19:00:00,4586.320778,AUS_VIC_day_0
2010-01-04 20:00:00,4569.445107,AUS_VIC_day_0
2010-01-04 21:00:00,4276.95364,AUS_VIC_day_0
2010-01-04 22:00:00,3985.3721219999998,AUS_VIC_day_0
2010-01-04 23:00:00,4099.967737999999,AUS_VIC_day_0
2010-01-05 00:00:00,3780.964573,AUS_VIC_day_0
2010-01-05 01:00:00,3977.743886,AUS_VIC_day_0
2010-01-05 02:00:00,3667.788721,AUS_VIC_day_0
2010-01-05 03:00:00,3519.3568699999996,AUS_VIC_day_0
2010-01-05 04:00:00,3612.412715,AUS_VIC_day_0
2010-01-05 05:00:00,3849.9240339999997,AUS_VIC_day_0
2010-01-05 06:00:00,4388.1015179999995,AUS_VIC_day_0
2010-01-05 07:00:00,4678.771616,AUS_VIC_day_0
2010-01-05 08:00:00,5018.595793,AUS_VIC_day_0
2010-01-05 09:00:00,5267.357779,AUS_VIC_day_0
2010-01-05 10:00:00,5422.007375,AUS_VIC_day_0
2010-01-05 11:00:00,5542.533401,AUS_VIC_day_0
2010-01-05 12:00:00,5609.975136999999,AUS_VIC_day_0
2010-01-05 13:00:00,5665.975815,AUS_VIC_day_0
2010-01-05 14:00:00,5746.871277,AUS_VIC_day_0
2010-01-05 15:00:00,5834.865489,AUS_VIC_day_0
2010-01-05 16:00:00,5760.702789,AUS_VIC_day_0
2010-01-05 17:00:00,5378.297021,AUS_VIC_day_0
2010-01-05 18:00:00,4948.208514,AUS_VIC_day_0
2010-01-05 19:00:00,4649.569203999999,AUS_VIC_day_0
2010-01-05 20:00:00,4610.585277,AUS_VIC_day_0
2010-01-05 21:00:00,4310.616669,AUS_VIC_day_0
2010-01-05 22:00:00,3995.428215,AUS_VIC_day_0
2010-01-05 23:00:00,4106.463836,AUS_VIC_day_0
2010-01-06 00:00:00,3771.79356,AUS_VIC_day_0
2010-01-06 01:00:00,3921.7026889999997,AUS_VIC_day_0
